customer_id,age,job_code,marital_status_code,ed_level,balance,housing_status_code,loan_status_code,contact,month,duration,campaign,pdays,previous,poutcome,results
95,36,4,1,2,101,1,1,2,may,426,1,-1,0,3,no
96,55,1,1,1,383,0,0,2,may,287,1,-1,0,3,no
97,60,5,1,2,81,0,0,2,may,101,1,-1,0,3,no
98,39,9,1,1,0,0,0,2,may,203,1,-1,0,3,no
99,46,4,1,2,229,0,0,2,may,197,1,-1,0,3,no
100,44,1,1,1,-674,0,0,2,may,257,1,-1,0,3,no
101,53,1,1,0,90,0,0,2,may,124,1,-1,0,3,no
102,52,1,1,0,128,0,0,2,may,229,1,-1,0,3,no
103,59,1,1,0,179,0,0,2,may,55,3,-1,0,3,no
104,27,9,2,2,0,0,0,2,may,400,1,-1,0,3,no
105,44,1,1,1,54,0,0,2,may,197,1,-1,0,3,no
106,47,9,1,2,151,0,0,2,may,190,1,-1,0,3,no
107,34,0,1,1,61,1,1,2,may,21,1,-1,0,3,no
108,59,5,2,1,30,0,0,2,may,514,1,-1,0,3,no
109,45,4,1,2,523,0,0,2,may,849,2,-1,0,3,no
110,29,7,0,1,31,0,0,2,may,194,1,-1,0,3,no
111,46,9,0,1,79,0,0,2,may,144,1,-1,0,3,no
112,56,6,1,0,-34,1,1,2,may,212,2,-1,0,3,no
113,36,1,1,0,448,0,0,2,may,286,1,-1,0,3,no
114,59,5,0,0,81,0,0,2,may,107,1,-1,0,3,no
115,44,1,1,1,144,0,0,2,may,247,2,-1,0,3,no
116,41,0,1,1,351,0,0,2,may,518,1,-1,0,3,no
117,33,4,2,2,-67,0,0,2,may,364,1,-1,0,3,no
118,59,4,0,2,262,0,0,2,may,178,1,-1,0,3,no
119,57,9,1,0,0,0,0,2,may,98,1,-1,0,3,no
120,56,9,0,3,56,0,0,2,may,439,1,-1,0,3,no
121,51,1,1,1,26,0,0,2,may,79,1,-1,0,3,no
122,34,0,1,3,3,0,0,2,may,120,3,-1,0,3,no
123,43,7,1,1,41,1,1,2,may,127,2,-1,0,3,no
124,52,9,1,2,7,1,1,2,may,175,1,-1,0,3,no
125,33,9,2,1,105,0,0,2,may,262,2,-1,0,3,no
126,29,0,2,1,818,1,1,2,may,61,1,-1,0,3,no
127,34,7,1,1,-16,1,1,2,may,78,1,-1,0,3,no
128,31,1,1,1,0,0,0,2,may,143,1,-1,0,3,no
129,55,7,1,1,2476,0,0,2,may,579,1,-1,0,3,yes
130,55,4,1,3,1185,0,0,2,may,677,1,-1,0,3,no
131,32,0,2,1,217,0,0,2,may,345,1,-1,0,3,no
132,38,9,2,1,1685,0,0,2,may,185,1,-1,0,3,no
133,55,0,2,1,802,1,1,2,may,100,2,-1,0,3,no
134,28,10,2,2,0,0,0,2,may,125,2,-1,0,3,no
135,23,1,1,1,94,0,0,2,may,193,1,-1,0,3,no
136,32,9,2,1,0,0,0,2,may,136,1,-1,0,3,no
137,43,7,2,3,0,0,0,2,may,73,1,-1,0,3,no
138,32,1,1,1,517,0,0,2,may,528,1,-1,0,3,no
139,46,1,1,1,265,0,0,2,may,541,1,-1,0,3,no
140,53,3,0,0,947,0,0,2,may,163,1,-1,0,3,no
141,34,6,2,1,3,0,0,2,may,301,1,-1,0,3,no
142,57,10,1,2,42,0,0,2,may,46,1,-1,0,3,no
143,37,1,1,1,37,0,0,2,may,204,1,-1,0,3,no
144,59,1,1,1,57,0,0,2,may,98,1,-1,0,3,no
145,33,7,1,1,22,0,0,2,may,71,1,-1,0,3,no
146,56,1,0,0,8,0,0,2,may,157,2,-1,0,3,no
147,48,10,1,1,293,0,0,2,may,243,1,-1,0,3,no
148,43,7,1,0,3,0,0,2,may,186,2,-1,0,3,no
149,54,1,1,0,348,0,0,2,may,579,2,-1,0,3,no
150,51,1,1,3,-19,0,0,2,may,163,2,-1,0,3,no
151,26,8,2,1,0,0,0,2,may,610,2,-1,0,3,no
152,40,4,1,2,-4,0,0,2,may,2033,1,-1,0,3,no
153,39,4,1,1,18,0,0,2,may,85,1,-1,0,3,no
154,50,9,1,0,139,0,0,2,may,114,2,-1,0,3,no
155,41,7,1,1,0,0,0,2,may,114,2,-1,0,3,no
156,51,1,1,3,1883,0,0,2,may,57,1,-1,0,3,no
157,60,5,0,1,216,0,0,2,may,238,1,-1,0,3,no
158,52,1,1,1,782,0,0,2,may,93,3,-1,0,3,no
159,48,1,1,1,904,0,0,2,may,128,2,-1,0,3,no
160,48,7,1,3,1705,0,0,2,may,107,1,-1,0,3,no
161,39,9,2,2,47,0,0,2,may,181,1,-1,0,3,no
162,47,7,2,1,176,0,0,2,may,303,2,-1,0,3,no
163,40,1,1,1,1225,0,0,2,may,558,5,-1,0,3,no
164,45,9,1,1,86,0,0,2,may,270,1,-1,0,3,no
165,26,0,2,1,82,0,0,2,may,228,1,-1,0,3,no
166,52,4,1,2,271,0,0,2,may,99,1,-1,0,3,no
167,54,9,1,1,1378,0,0,2,may,240,1,-1,0,3,no
168,54,0,1,2,184,0,0,2,may,673,2,-1,0,3,yes
169,50,1,1,0,0,0,0,2,may,233,3,-1,0,3,no
170,35,1,1,1,0,0,0,2,may,1056,1,-1,0,3,no
171,44,7,1,1,1357,1,1,2,may,250,1,-1,0,3,no
172,53,2,1,3,19,0,0,2,may,252,1,-1,0,3,no
173,35,5,2,0,434,0,0,2,may,138,1,-1,0,3,no
174,60,0,0,1,92,0,0,2,may,130,1,-1,0,3,no
175,53,0,0,1,1151,0,0,2,may,412,1,-1,0,3,no
176,48,10,1,1,41,0,0,2,may,179,2,-1,0,3,no
177,34,9,1,1,51,0,0,2,may,19,2,-1,0,3,no
178,54,7,1,1,214,0,0,2,may,458,2,-1,0,3,no
179,51,4,1,1,1161,0,0,2,may,717,1,-1,0,3,no
180,31,7,1,2,37,0,0,2,may,313,1,-1,0,3,no
181,35,9,0,1,787,0,0,2,may,683,2,-1,0,3,no
182,35,7,1,1,59,0,0,2,may,1077,1,-1,0,3,no
183,38,9,1,1,253,0,0,2,may,416,1,-1,0,3,no
184,36,0,1,2,211,0,0,2,may,146,2,-1,0,3,no
185,58,5,1,0,235,0,0,2,may,167,1,-1,0,3,no
186,40,7,0,3,4384,0,0,2,may,315,1,-1,0,3,no
187,54,4,1,1,4080,0,0,2,may,140,1,-1,0,3,no
188,34,1,2,1,53,1,1,2,may,346,1,-1,0,3,no
189,31,4,2,2,0,0,0,2,may,562,1,-1,0,3,no
190,51,5,1,1,2127,0,0,2,may,172,1,-1,0,3,no
191,33,4,1,2,377,0,0,2,may,217,1,-1,0,3,no
192,55,4,1,2,73,0,0,2,may,142,2,-1,0,3,no
193,42,0,1,1,445,0,0,2,may,67,1,-1,0,3,no
194,34,1,1,1,243,0,0,2,may,291,1,-1,0,3,no
195,33,1,2,1,307,0,0,2,may,309,2,-1,0,3,no
196,38,7,1,1,155,0,0,2,may,248,1,-1,0,3,no
197,50,9,0,2,173,1,1,2,may,98,1,-1,0,3,no
198,43,4,1,2,400,0,0,2,may,256,1,-1,0,3,no
199,61,1,0,0,1428,0,0,2,may,82,2,-1,0,3,no
200,47,0,1,1,219,0,0,2,may,577,1,-1,0,3,no
201,48,6,1,2,7,0,0,2,may,286,1,-1,0,3,no
202,44,1,1,1,575,0,0,2,may,477,1,-1,0,3,no
203,35,8,2,3,298,0,0,2,may,611,2,-1,0,3,no
204,35,7,1,1,0,0,0,2,may,471,1,-1,0,3,no
205,50,7,1,1,5699,0,0,2,may,381,2,-1,0,3,no
206,41,4,1,2,176,1,1,2,may,42,1,-1,0,3,no
207,41,4,1,2,517,0,0,2,may,251,1,-1,0,3,no
208,39,7,2,3,257,0,0,2,may,408,1,-1,0,3,no
209,42,5,1,1,56,0,0,2,may,215,1,-1,0,3,no
210,38,1,1,1,-390,0,0,2,may,287,1,-1,0,3,no
211,53,5,1,1,330,0,0,2,may,216,2,-1,0,3,no
212,59,3,0,0,195,0,0,2,may,366,2,-1,0,3,no
213,36,7,1,1,301,0,0,2,may,210,1,-1,0,3,no
214,54,1,1,0,-41,0,0,2,may,288,1,-1,0,3,no
215,40,9,1,2,483,0,0,2,may,168,1,-1,0,3,no
216,47,11,1,3,28,0,0,2,may,338,2,-1,0,3,no
217,53,10,1,3,13,0,0,2,may,410,3,-1,0,3,no
218,46,3,1,0,965,0,0,2,may,177,1,-1,0,3,no
219,39,4,1,2,378,1,1,2,may,127,2,-1,0,3,no
220,40,10,1,1,219,0,0,2,may,357,1,-1,0,3,no
221,28,1,1,0,324,0,0,2,may,175,1,-1,0,3,no
222,35,2,0,1,-69,0,0,2,may,300,1,-1,0,3,no
223,55,5,1,1,0,1,1,2,may,136,1,-1,0,3,no
224,43,9,0,3,205,0,0,2,may,1419,1,-1,0,3,no
225,48,1,1,0,278,0,0,2,may,125,2,-1,0,3,no
226,58,4,1,3,1065,0,0,2,may,213,3,-1,0,3,no
227,33,4,2,2,34,0,0,2,may,27,1,-1,0,3,no
228,36,1,1,3,1033,0,0,2,may,238,2,-1,0,3,no
229,53,7,0,1,1467,0,0,2,may,124,1,-1,0,3,no
230,47,1,1,0,-12,0,0,2,may,18,1,-1,0,3,no
231,31,7,1,1,388,0,0,2,may,730,2,-1,0,3,no
232,57,2,1,1,294,0,0,2,may,746,2,-1,0,3,no
233,53,1,1,3,1827,0,0,2,may,121,1,-1,0,3,no
234,55,1,1,0,627,0,0,2,may,247,1,-1,0,3,no
235,45,1,1,0,25,0,0,2,may,40,1,-1,0,3,no
236,53,0,0,1,315,0,0,2,may,181,2,-1,0,3,no
237,37,1,1,0,0,0,0,2,may,79,1,-1,0,3,no
238,44,0,0,1,66,0,0,2,may,206,1,-1,0,3,no
239,49,1,0,0,-9,1,1,2,may,389,1,-1,0,3,no
240,46,9,1,1,349,1,1,2,may,127,1,-1,0,3,no
241,43,2,1,3,100,0,0,2,may,702,1,-1,0,3,no
242,38,0,1,1,0,0,0,2,may,151,1,-1,0,3,no
243,43,9,1,1,434,0,0,2,may,117,1,-1,0,3,no
244,49,4,1,2,3237,0,0,2,may,232,3,-1,0,3,no
245,42,4,1,3,275,0,0,2,may,408,2,-1,0,3,no
246,22,1,2,1,0,0,0,2,may,179,2,-1,0,3,no
247,40,4,1,2,207,0,0,2,may,39,1,-1,0,3,no
248,39,1,1,1,483,0,0,2,may,282,1,-1,0,3,no
249,51,7,1,1,2248,0,0,2,may,714,2,-1,0,3,no
250,49,0,1,1,428,0,0,2,may,50,1,-1,0,3,no
251,53,1,1,1,0,1,1,2,may,181,1,-1,0,3,no
252,34,7,2,1,0,0,0,2,may,142,1,-1,0,3,no
253,33,9,0,1,140,0,0,2,may,227,1,-1,0,3,no
254,50,4,2,2,297,0,0,2,may,119,1,-1,0,3,no
255,39,1,1,0,279,0,0,2,may,361,1,-1,0,3,no
256,59,2,0,1,901,0,0,2,may,73,3,-1,0,3,no
257,30,9,2,1,2573,0,0,2,may,67,2,-1,0,3,no
258,36,7,1,1,143,1,1,2,may,350,1,-1,0,3,no
259,40,1,1,1,475,0,0,2,may,332,2,-1,0,3,no
260,53,1,1,1,70,0,0,2,may,611,2,-1,0,3,no
261,34,4,2,2,318,0,0,2,may,113,2,-1,0,3,no
262,37,9,1,1,275,0,0,2,may,132,1,-1,0,3,no
263,42,4,0,2,742,0,0,2,may,58,3,-1,0,3,no
264,41,2,1,0,236,0,0,2,may,151,1,-1,0,3,no
265,30,8,2,2,25,0,0,2,may,89,2,-1,0,3,no
266,37,4,2,2,600,0,0,2,may,152,1,-1,0,3,no
267,39,0,0,1,-349,0,0,2,may,611,2,-1,0,3,no
268,41,1,1,0,183,1,1,2,may,110,2,-1,0,3,no
269,40,1,1,0,0,0,0,2,may,463,1,-1,0,3,no
270,42,4,2,2,0,1,1,2,may,562,2,-1,0,3,yes
271,40,1,0,0,0,0,0,2,may,962,1,-1,0,3,no
272,57,9,1,1,1078,0,0,2,may,10,4,-1,0,3,no
273,56,2,0,1,155,0,0,2,may,118,3,-1,0,3,no
274,37,0,1,1,190,0,0,2,may,92,2,-1,0,3,no
275,59,5,1,1,319,0,0,2,may,143,3,-1,0,3,no
276,39,7,0,1,-185,0,0,2,may,189,3,-1,0,3,no
277,49,7,1,1,47,0,0,2,may,234,2,-1,0,3,no
278,38,7,2,1,570,0,0,2,may,75,2,-1,0,3,no
279,36,6,1,2,19,0,0,2,may,189,2,-1,0,3,no
280,50,1,1,0,61,0,0,2,may,621,3,-1,0,3,no
281,41,0,1,1,-62,1,1,2,may,55,2,-1,0,3,no
282,54,9,1,2,258,0,0,2,may,310,4,-1,0,3,no
283,58,1,1,0,76,0,0,2,may,156,2,-1,0,3,no
284,30,1,2,1,0,0,0,2,may,5,2,-1,0,3,no
285,33,0,2,1,352,0,0,2,may,225,2,-1,0,3,no
286,47,0,1,1,368,0,0,2,may,125,2,-1,0,3,no
287,50,9,2,2,339,0,0,2,may,2,3,-1,0,3,no
288,32,1,1,1,1331,0,0,2,may,286,2,-1,0,3,no
289,40,6,1,1,672,0,0,2,may,164,2,-1,0,3,no
290,37,4,1,2,58,0,0,2,may,98,2,-1,0,3,no
291,54,9,2,3,447,0,0,2,may,742,2,-1,0,3,no
292,24,8,2,1,423,0,0,2,may,226,3,-1,0,3,no
293,54,4,1,2,0,0,0,2,may,120,2,-1,0,3,no
294,34,9,1,1,19,0,0,2,may,362,4,-1,0,3,no
295,56,9,0,0,13,0,0,2,may,357,2,-1,0,3,no
296,31,1,2,1,3,0,0,2,may,200,2,-1,0,3,no
297,24,8,2,1,82,0,0,2,may,204,2,-1,0,3,no
298,42,1,0,0,28,0,0,2,may,126,3,-1,0,3,no
299,57,9,1,1,792,0,0,2,may,65,2,-1,0,3,no
300,42,1,1,3,408,0,0,2,may,107,2,-1,0,3,no
301,51,0,1,1,531,0,0,2,may,267,2,-1,0,3,no
302,57,5,1,1,211,0,0,2,may,248,2,-1,0,3,no
303,36,7,2,1,62,0,0,2,may,215,2,-1,0,3,no
304,53,7,1,3,257,0,0,2,may,209,2,-1,0,3,no
305,50,9,1,1,1234,0,0,2,may,205,2,-1,0,3,no
306,54,4,1,2,313,0,0,2,may,83,2,-1,0,3,no
307,55,1,1,1,89,0,0,2,may,106,3,-1,0,3,no
308,44,1,1,1,129,1,1,2,may,189,2,-1,0,3,no
309,43,4,1,3,0,0,0,2,may,105,2,-1,0,3,no
310,56,0,1,1,353,0,0,2,may,106,2,-1,0,3,no
311,54,9,1,3,851,0,0,2,may,108,2,-1,0,3,no
312,55,7,0,0,96,1,1,2,may,311,2,-1,0,3,no
313,37,7,0,1,398,1,1,2,may,214,2,-1,0,3,no
314,33,0,2,2,193,0,0,2,may,132,2,-1,0,3,no
315,46,0,1,1,-358,0,0,2,may,358,2,-1,0,3,no
316,36,1,1,1,539,1,1,2,may,453,2,-1,0,3,no
317,51,9,2,1,0,0,0,2,may,364,2,-1,0,3,no
318,40,5,2,0,0,0,0,2,may,136,2,-1,0,3,no
319,42,1,1,1,490,0,0,2,may,386,2,-1,0,3,no
320,51,1,1,1,0,0,0,2,may,173,2,-1,0,3,no
321,49,1,1,3,403,0,0,2,may,241,2,-1,0,3,no
322,48,4,1,1,161,0,0,2,may,224,3,-1,0,3,no
323,32,9,0,2,2558,0,0,2,may,148,2,-1,0,3,no
324,31,0,2,1,98,0,0,2,may,196,2,-1,0,3,no
325,55,4,2,2,115,0,0,2,may,111,4,-1,0,3,no
326,40,1,2,1,436,0,0,2,may,231,3,-1,0,3,no
327,47,9,1,2,831,0,0,2,may,316,3,-1,0,3,no
328,57,9,1,3,206,0,0,2,may,216,3,-1,0,3,no
329,41,1,1,1,290,0,0,2,may,240,2,-1,0,3,no
330,48,1,1,1,1,0,0,2,may,669,3,-1,0,3,no
331,42,1,1,3,57,0,0,2,may,425,2,-1,0,3,no
332,30,1,2,1,-457,0,0,2,may,143,2,-1,0,3,no
333,58,4,2,2,1387,0,0,2,may,174,5,-1,0,3,no
334,45,4,0,2,24598,0,0,2,may,313,3,-1,0,3,no
335,49,1,1,1,30,0,0,2,may,135,4,-1,0,3,no
336,42,0,2,1,1022,0,0,2,may,146,2,-1,0,3,no
337,53,9,1,1,56,1,1,2,may,152,2,-1,0,3,no
338,51,0,2,1,-2,0,0,2,may,402,3,-1,0,3,no
339,32,7,2,1,121,0,0,2,may,213,2,-1,0,3,no
340,41,1,2,1,842,0,0,2,may,144,3,-1,0,3,no
341,43,4,0,1,693,0,0,2,may,124,3,-1,0,3,no
342,40,1,0,1,-333,0,0,2,may,183,2,-1,0,3,no
343,50,1,1,0,1533,0,0,2,may,325,2,-1,0,3,no
344,34,4,1,2,46,0,0,2,may,39,4,-1,0,3,no
345,53,7,1,3,18,0,0,2,may,503,2,-1,0,3,no
346,45,9,1,1,44,0,0,2,may,95,4,-1,0,3,no
347,39,1,1,0,-100,0,0,2,may,680,2,-1,0,3,no
348,44,7,1,2,510,0,0,2,may,421,4,-1,0,3,no
349,55,4,1,2,685,0,0,2,may,174,3,-1,0,3,no
350,46,4,2,2,187,0,0,2,may,113,2,-1,0,3,no
351,45,1,1,1,66,0,0,2,may,808,2,-1,0,3,no
352,34,0,1,1,560,0,0,2,may,198,3,-1,0,3,no
353,36,1,1,1,0,0,0,2,may,195,2,-1,0,3,no
354,59,11,0,3,27,0,0,2,may,347,3,-1,0,3,no
355,31,0,2,1,12,0,0,2,may,208,2,-1,0,3,no
356,44,1,2,1,34,0,0,2,may,404,4,-1,0,3,no
357,33,2,2,2,1068,0,0,2,may,396,2,-1,0,3,no
358,40,1,1,1,211,0,0,2,may,216,4,-1,0,3,no
359,46,0,2,2,377,0,0,2,may,98,2,-1,0,3,no
360,48,4,1,2,263,0,0,2,may,350,2,-1,0,3,no
361,42,7,1,1,1263,0,0,2,may,114,2,-1,0,3,no
362,27,7,1,1,8,0,0,2,may,88,3,-1,0,3,no
363,48,0,1,1,126,1,1,2,may,379,2,-1,0,3,no
364,59,0,1,1,230,0,0,2,may,190,3,-1,0,3,no
365,46,9,1,2,841,0,0,2,may,158,1,-1,0,3,no
366,38,0,0,1,308,0,0,2,may,102,1,-1,0,3,no
367,43,4,0,2,1,0,0,2,may,306,1,-1,0,3,no
368,38,0,0,2,86,0,0,2,may,218,1,-1,0,3,no
369,23,8,2,1,157,0,0,2,may,54,1,-1,0,3,no
370,34,7,1,1,22,0,0,2,may,344,1,-1,0,3,no
371,38,0,1,1,46,1,1,2,may,195,1,-1,0,3,no
372,37,1,1,1,1293,0,0,2,may,652,1,-1,0,3,no
373,25,0,2,1,122,0,0,2,may,286,1,-1,0,3,no
374,48,1,1,3,131,0,0,2,may,189,1,-1,0,3,no
375,49,1,2,1,143,0,0,2,may,83,1,-1,0,3,no
376,38,0,2,1,393,0,0,2,may,184,2,-1,0,3,no
377,43,1,1,0,98,0,0,2,may,235,1,-1,0,3,no
378,33,4,1,2,0,0,0,2,may,290,1,-1,0,3,no
379,55,1,1,1,224,0,0,2,may,232,1,-1,0,3,no
380,38,1,1,1,757,0,0,2,may,133,1,-1,0,3,no
381,49,7,1,1,245,1,1,2,may,318,1,-1,0,3,no
382,40,4,1,1,8486,0,0,2,may,260,3,-1,0,3,no
383,43,0,1,3,350,0,0,2,may,437,1,-1,0,3,no
384,38,1,1,1,20,0,0,2,may,402,1,-1,0,3,no
385,58,7,1,1,1667,1,1,2,may,85,1,-1,0,3,no
386,57,9,1,3,345,0,0,2,may,125,1,-1,0,3,no
387,32,10,1,1,10,0,0,2,may,501,4,-1,0,3,no
388,56,4,1,2,830,1,1,2,may,1201,1,-1,0,3,yes
389,58,1,0,3,29,0,0,2,may,253,1,-1,0,3,no
390,60,5,0,1,545,0,0,2,may,1030,1,-1,0,3,yes
391,37,9,1,2,8730,0,0,2,may,149,1,-1,0,3,no
392,46,9,0,2,477,0,0,2,may,114,1,-1,0,3,no
393,27,0,1,1,4,0,0,2,may,243,1,-1,0,3,no
394,43,1,1,1,1205,0,0,2,may,769,2,-1,0,3,no
395,32,9,2,1,0,1,1,2,may,135,3,-1,0,3,no
396,40,0,2,1,263,0,0,2,may,231,1,-1,0,3,no
397,38,0,1,1,1,0,0,2,may,76,1,-1,0,3,no
398,34,1,1,1,283,1,1,2,may,199,1,-1,0,3,no
399,47,1,1,0,206,0,0,2,may,152,1,-1,0,3,no
400,42,3,1,0,17,0,0,2,may,124,1,-1,0,3,no
401,48,9,1,1,141,1,1,2,may,424,1,-1,0,3,no
402,29,6,2,2,16,0,0,2,may,43,1,-1,0,3,no
403,50,7,1,1,206,0,0,2,may,154,1,-1,0,3,no
404,52,9,1,3,7,0,0,2,may,203,2,-1,0,3,no
405,50,4,1,2,0,0,0,2,may,326,1,-1,0,3,no
406,58,5,1,2,0,0,0,2,may,393,1,-1,0,3,no
407,46,1,0,0,1927,0,0,2,may,241,3,-1,0,3,no
408,38,9,1,1,284,0,0,2,may,483,1,-1,0,3,no
409,46,1,1,1,1660,0,0,2,may,259,1,-1,0,3,no
410,32,7,2,1,406,0,0,2,may,227,1,-1,0,3,no
411,51,1,1,0,230,0,0,2,may,673,1,-1,0,3,no
412,39,0,2,1,-25,0,0,2,may,576,1,-1,0,3,no
413,48,0,1,1,182,0,0,2,may,180,2,-1,0,3,no
414,36,2,1,2,1169,0,0,2,may,168,2,-1,0,3,no
415,34,0,0,1,67,0,0,2,may,90,1,-1,0,3,no
416,40,9,1,1,77,0,0,2,may,505,1,-1,0,3,no
